date,open,high,low,close,volume
2021-08-16 09:15:00+05:30,36151.1,36295.0,36072.05,36238.9,263800
2021-08-16 09:25:00+05:30,36240.9,36255.0,36110.0,36113.3,103350
2021-08-16 09:35:00+05:30,36106.0,36156.0,36082.85,36143.6,96775
2021-08-16 09:45:00+05:30,36143.25,36179.0,36122.0,36156.5,55000
2021-08-16 09:55:00+05:30,36160.35,36260.95,36142.9,36190.0,100650
2021-08-16 10:05:00+05:30,36187.0,36220.0,36163.0,36181.6,48575
2021-08-16 10:15:00+05:30,36182.25,36218.95,36175.0,36216.2,22500
2021-08-16 10:25:00+05:30,36213.7,36235.85,36181.55,36190.2,36500
2021-08-16 10:35:00+05:30,36190.2,36199.25,36152.8,36180.0,27425
2021-08-16 10:45:00+05:30,36182.15,36215.9,36172.0,36184.95,30150
2021-08-16 10:55:00+05:30,36180.0,36208.7,36171.3,36199.85,20175
2021-08-16 11:05:00+05:30,36201.85,36249.95,36201.8,36230.95,74700
2021-08-16 11:15:00+05:30,36230.95,36250.0,36215.2,36230.35,27775
2021-08-16 11:25:00+05:30,36230.35,36230.35,36190.1,36211.05,33475
2021-08-16 11:35:00+05:30,36211.05,36214.95,36156.7,36171.7,61600
2021-08-16 11:45:00+05:30,36171.8,36196.9,36164.05,36171.65,36525
2021-08-16 11:55:00+05:30,36171.15,36179.5,36141.15,36155.0,56100
2021-08-16 12:05:00+05:30,36152.0,36198.0,36147.65,36194.95,29625
2021-08-16 12:15:00+05:30,36204.1,36207.6,36130.1,36143.25,40625
2021-08-16 12:25:00+05:30,36140.85,36166.4,36103.05,36105.65,52350
2021-08-16 12:35:00+05:30,36105.0,36144.0,36092.05,36143.0,41400
2021-08-16 12:45:00+05:30,36134.3,36188.85,36125.0,36168.35,36475
2021-08-16 12:55:00+05:30,36168.35,36188.15,36144.0,36155.05,26125
2021-08-16 13:05:00+05:30,36155.05,36176.4,36151.65,36175.0,15825
2021-08-16 13:15:00+05:30,36174.8,36188.0,36126.0,36151.0,22600
2021-08-16 13:25:00+05:30,36151.0,36159.0,36118.45,36152.0,23450
2021-08-16 13:35:00+05:30,36152.0,36157.85,36101.0,36103.75,24350
2021-08-16 13:45:00+05:30,36106.0,36159.7,36080.25,36136.4,60600
2021-08-16 13:55:00+05:30,36136.4,36188.0,36135.0,36160.55,27025
2021-08-16 14:05:00+05:30,36160.55,36180.0,36137.2,36163.55,18275
2021-08-16 14:15:00+05:30,36163.55,36163.9,36135.0,36143.2,17525
2021-08-16 14:25:00+05:30,36141.05,36207.7,36126.35,36202.85,54000
2021-08-16 14:35:00+05:30,36202.85,36209.75,36165.55,36189.45,51100
2021-08-16 14:45:00+05:30,36189.45,36208.5,36160.4,36171.6,31600
2021-08-16 14:55:00+05:30,36171.6,36188.75,36146.0,36167.55,41150
2021-08-16 15:05:00+05:30,36163.15,36167.55,36141.05,36154.0,50350
2021-08-16 15:15:00+05:30,36154.0,36164.95,36125.05,36134.25,101100
2021-08-16 15:25:00+05:30,36136.85,36136.95,36107.75,36109.35,81225
2021-08-17 09:15:00+05:30,35988.7,36059.95,35925.3,35971.0,363950
2021-08-17 09:25:00+05:30,35964.65,36005.0,35917.55,35960.65,185800
2021-08-17 09:35:00+05:30,35966.25,35974.55,35936.9,35940.8,53450
2021-08-17 09:45:00+05:30,35948.15,35956.35,35871.0,35873.3,196550
2021-08-17 09:55:00+05:30,35874.2,35885.0,35805.05,35862.0,260450
2021-08-17 10:05:00+05:30,35861.9,35885.0,35843.15,35859.0,72375
2021-08-17 10:15:00+05:30,35856.05,35883.5,35845.4,35863.6,37775
2021-08-17 10:25:00+05:30,35868.85,35919.0,35850.35,35904.9,61125
2021-08-17 10:35:00+05:30,35905.0,35914.35,35874.2,35882.9,41375
2021-08-17 10:45:00+05:30,35882.9,35888.45,35850.15,35873.95,27925
2021-08-17 10:55:00+05:30,35873.95,35881.0,35860.0,35876.8,15025
2021-08-17 11:05:00+05:30,35876.8,35876.8,35841.4,35863.05,25500
2021-08-17 11:15:00+05:30,35863.05,35883.0,35842.7,35880.0,24900
2021-08-17 11:25:00+05:30,35880.7,35888.65,35860.0,35865.0,19200
2021-08-17 11:35:00+05:30,35865.0,35871.95,35830.0,35843.4,40850
2021-08-17 11:45:00+05:30,35843.85,35850.0,35811.0,35828.35,35275
2021-08-17 11:55:00+05:30,35828.35,35842.8,35716.05,35723.4,161775
2021-08-17 12:05:00+05:30,35721.2,35758.0,35691.15,35745.75,143450
2021-08-17 12:15:00+05:30,35740.0,35774.35,35738.2,35768.4,33675
2021-08-17 12:25:00+05:30,35768.15,35782.65,35749.45,35757.95,52100
2021-08-17 12:35:00+05:30,35757.95,35758.75,35721.05,35740.0,46450
